Task,Mobile?,Arms,DoFs,Gripper Config,Rigid Gripper?,Can execute?
move the orange object to the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange object to the counter,False,1,1,No specified Gripper,True,False
move the orange packet from the middle compartment to the bottom one,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange packet from the middle compartment to the bottom one,False,1,1,No specified Gripper,True,False
move the orange packet to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange packet to the right,False,1,1,No specified Gripper,True,False
move the orange pen to the right side of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange pen to the right side of the table,False,1,1,No specified Gripper,True,False
move the orange pepper farther away from you,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange pepper farther away from you,False,1,1,No specified Gripper,True,False
move the orange pepper forwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange pepper forwards,False,1,1,No specified Gripper,True,False
move the orange pepper to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange pepper to the left,False,1,1,No specified Gripper,True,False
move the orange plush,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange plush,False,1,1,No specified Gripper,True,False
move the orange sachet backwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange sachet backwards,False,1,1,No specified Gripper,True,False
move the orange teapot to the right next to the black box,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange teapot to the right next to the black box,False,1,1,No specified Gripper,True,False
move the orange teapot to the right side of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange teapot to the right side of the table,False,1,1,No specified Gripper,True,False
move the orange to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange to the right,False,1,1,No specified Gripper,True,False
move the packet from the left side of the counter to the top of the microwave,False,1,7,Robot Grippers with 2 Fingers,True,True
move the packet from the left side of the counter to the top of the microwave,False,1,1,No specified Gripper,True,False
move the paddle to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the paddle to the left,False,1,1,No specified Gripper,True,False
move the pan all the way to the left of the stovetop,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pan all the way to the left of the stovetop,False,1,1,No specified Gripper,True,False
move the pan backward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pan backward,False,1,1,No specified Gripper,True,False
move the pan forward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pan forward,False,1,1,No specified Gripper,True,False
move the pan to the bottom-right plate of the stove,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pan to the bottom-right plate of the stove,False,1,1,No specified Gripper,True,False
move the pan to the left-back plate,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pan to the left-back plate,False,1,1,No specified Gripper,True,False
move the pan to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pan to the right,False,1,1,No specified Gripper,True,False
move the pan to the top left plate of the stove then move the cooking stick on the right counter,False,0,6,No specified Gripper,True,True
move the pan to the top left plate of the stove then move the cooking stick on the right counter,False,1,1,No specified Gripper,True,False
move the pan to the top right corner of the stove,False,1,6,No specified Gripper,True,True
move the pan to the top right corner of the stove,False,1,1,No specified Gripper,True,False
move the pan to the top right plate of the stove,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pan to the top right plate of the stove,False,1,1,No specified Gripper,True,False
move the pans backwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pans backwards,False,1,1,No specified Gripper,True,False
move the peach and pink colored shirts and the green towel to the top of the box respectively,False,1,7,Robot Grippers with 2 Fingers,True,True
move the peach and pink colored shirts and the green towel to the top of the box respectively,False,1,1,No specified Gripper,True,False
move the peach from the bag to the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
move the peach from the bag to the bowl,False,1,1,No specified Gripper,True,False
move the peach plush toy from the oven tray to the box,False,1,7,Robot Grippers with 2 Fingers,True,True
move the peach plush toy from the oven tray to the box,False,1,1,No specified Gripper,True,False
move the pen backwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pen backwards,False,1,1,No specified Gripper,True,False
move the pen closer to you,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pen closer to you,False,1,1,No specified Gripper,True,False
move the pen forward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pen forward,False,1,1,No specified Gripper,True,False
move the pen from the bowl to the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pen from the bowl to the table,False,1,1,No specified Gripper,True,False
move the pen from the left end to the right end of the table,False,1,6,No specified Gripper,True,True
move the pen from the left end to the right end of the table,False,1,1,No specified Gripper,True,False
move the pen slightly to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pen slightly to the right,False,1,1,No specified Gripper,True,False
move the pencil to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pencil to the right,False,1,1,No specified Gripper,True,False
move the pens from the small desk and the large desk into the top large desk drawer.,False,0,6,No specified Gripper,False,True
move the pens from the small desk and the large desk into the top large desk drawer.,False,1,1,No specified Gripper,True,False
move the phone from top of the dresser to the drawer,False,1,6,No specified Gripper,False,True
move the phone from top of the dresser to the drawer,False,1,1,No specified Gripper,True,False
move the phones on the table to the tv stand.,False,1,6,No specified Gripper,False,True
move the phones on the table to the tv stand.,False,1,1,No specified Gripper,True,False
move the piece of tissue at the right to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the piece of tissue at the right to the left,False,1,1,No specified Gripper,True,False
move the pillow from the chair to the couch.,False,1,6,No specified Gripper,True,True
move the pillow from the chair to the couch.,False,1,1,No specified Gripper,True,False
move the pillow to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pillow to the right,False,1,1,No specified Gripper,True,False
move the pineapple plushie closer to the black plate,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pineapple plushie closer to the black plate,False,1,1,No specified Gripper,True,False
move the pink can to the opposite side of the smaller metal can,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pink can to the opposite side of the smaller metal can,False,1,1,No specified Gripper,True,False
move the pink cup closer to the book and silver cup,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pink cup closer to the book and silver cup,False,1,1,No specified Gripper,True,False
move the pink toy backward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the pink toy backward,False,1,1,No specified Gripper,True,False
move the plastic bag downwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the plastic bag downwards,False,1,1,No specified Gripper,True,False
move the plastic broccoli to the orange plate,False,1,7,Robot Grippers with 2 Fingers,True,True
move the plastic broccoli to the orange plate,False,1,1,No specified Gripper,True,False
move the plastic to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the plastic to the right,False,1,1,No specified Gripper,True,False
move the plate from the right to the left side of the desk,False,1,7,Robot Grippers with 2 Fingers,True,True
move the plate from the right to the left side of the desk,False,1,1,No specified Gripper,True,False
move the plate from the shelf to the counter,False,1,6,No specified Gripper,True,True
move the plate from the shelf to the counter,False,1,1,No specified Gripper,True,False
move the plate from the top cabinet to the counter top,False,1,6,No specified Gripper,True,True
move the plate from the top cabinet to the counter top,False,1,1,No specified Gripper,True,False
move the plate near the glass bottle slightly to the front,False,1,7,Robot Grippers with 2 Fingers,True,True
move the plate near the glass bottle slightly to the front,False,1,1,No specified Gripper,True,False
move the plate to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the plate to the right,False,1,1,No specified Gripper,True,False
